"Ukazatel","IndicatorType","Šetření","ZJIST","Odvětví ekonomické činnosti","CZNACEMZDY","Institucionální sektory-Sektor II","ISEKTORMZDH.ISEKTOR2","Institucionální sektory-Sektor V","ISEKTORMZDH.ISEKTOR5","Roky","CasR","ČR, regiony, kraje-Stát","Uz0123vm.STAT","ČR, regiony, kraje-Region","Uz0123vm.REGION","ČR, regiony, kraje-Kraj","Uz0123vm.KRAJ","Hodnota"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2017","2017","Česko","CZ","","","","","53863466.7526503"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","58656540.0686641"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","63265133.046958"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","60506461.7409863"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","64563241.76591623"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","73648466.34587301"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","82627450.61672737"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","85138913.26531456"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","4793073.31601374"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","4608592.97829395"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","-2758671.30597169"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","4056780.02492991"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","9085224.579956777"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","8978984.270854352"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","2511462.6485872064"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","108.8985607592"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","107.856912414"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","95.6395076196"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","106.7047054285"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","114.0718221878"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","112.1916785459"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","103.0395015577"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2017","2017","Česko","CZ","","","","","47140519.8873793"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","51282787.1208684"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","54830528.7597466"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","53052109.7771732"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","55991785.21994654"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","59350100.48242973"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","67173890.27264571"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","72295432.66249895"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","4142267.23348906"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","3547741.63887823"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","-1778418.9825734"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","2939675.44277337"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","3358315.262483187"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","7823789.790215989"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","5121542.389853237"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","108.7870631113"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","106.9179969305"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","96.7565168113"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","105.5411094019"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","105.9978713829"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","113.1824373112"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","107.6243051713"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2017","2017","Česko","CZ","","","","","6722946.86527103"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","7373752.94779572"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","8434604.28721143"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","7454351.96381315"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","8571456.54596969"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","14298365.86344328"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","15453560.344081644"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","12843480.602815613"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","650806.082524681"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","1060851.33941572"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","-980252.323398286"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","1117104.58215654"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","5726909.317473591"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","1155194.4806383634"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","-2610079.741266031"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2018","2018","Česko","CZ","","","","","109.6803692721"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2019","2019","Česko","CZ","","","","","114.3868576412"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2020","2020","Česko","CZ","","","","","88.3782061373"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2021","2021","Česko","CZ","","","","","114.985938249"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2022","2022","Česko","CZ","","","","","166.8137239775"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2023","2023","Česko","CZ","","","","","108.079206335"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","N - Administrativní a podpůrné činnosti","N","Celkem","0","","","2024","2024","Česko","CZ","","","","","83.1101721341"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2017","2017","Česko","CZ","","","","","129096308.791894"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2018","2018","Česko","CZ","","","","","144183041.270904"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2019","2019","Česko","CZ","","","","","155340267.122053"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2020","2020","Česko","CZ","","","","","162762658.60096"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2021","2021","Česko","CZ","","","","","165335302.1236036"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2022","2022","Česko","CZ","","","","","169840660.77067286"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2023","2023","Česko","CZ","","","","","182355763.78667068"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2024","2024","Česko","CZ","","","","","188538608.8738048"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","O - Veřejná správa a obrana; povinné sociální zabezpečení","O","Celkem","0","","","2018","2018","Česko","CZ","","","","","15086732.4790095"
