"Ukazatel","IndicatorType","Šetření","ZJIST","Odvětví ekonomické činnosti","CZNACEMZDY","Institucionální sektory-Sektor II","ISEKTORMZDH.ISEKTOR2","Institucionální sektory-Sektor V","ISEKTORMZDH.ISEKTOR5","Roky","CasR","ČR, regiony, kraje-Stát","Uz0123vm.STAT","ČR, regiony, kraje-Region","Uz0123vm.REGION","ČR, regiony, kraje-Kraj","Uz0123vm.KRAJ","Hodnota"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2022","2022","Česko","CZ","","","","","107.2313852918"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2023","2023","Česko","CZ","","","","","116.1253340478"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2024","2024","Česko","CZ","","","","","106.6989954173"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2017","2017","Česko","CZ","","","","","847739.891780245"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2018","2018","Česko","CZ","","","","","645646.7180573"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2019","2019","Česko","CZ","","","","","719382.196494298"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2020","2020","Česko","CZ","","","","","885277.092901918"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2021","2021","Česko","CZ","","","","","906508.075110121"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2022","2022","Česko","CZ","","","","","1476689.5830247726"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2023","2023","Česko","CZ","","","","","1680884.6886855944"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2024","2024","Česko","CZ","","","","","1999128.4627921036"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2018","2018","Česko","CZ","","","","","-202093.173722945"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2019","2019","Česko","CZ","","","","","73735.478436998"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2020","2020","Česko","CZ","","","","","165894.89640762"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2021","2021","Česko","CZ","","","","","21230.9822082028"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2022","2022","Česko","CZ","","","","","570181.5079146515"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2023","2023","Česko","CZ","","","","","204195.1056608218"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2024","2024","Česko","CZ","","","","","318243.7741065094"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2018","2018","Česko","CZ","","","","","76.1609456294"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2019","2019","Česko","CZ","","","","","111.4204062957"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2020","2020","Česko","CZ","","","","","123.0607453473"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2021","2021","Česko","CZ","","","","","102.3982301562"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2022","2022","Česko","CZ","","","","","162.8986683704"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2023","2023","Česko","CZ","","","","","113.827896398"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","D","Celkem","0","","","2024","2024","Česko","CZ","","","","","118.9331116078"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2017","2017","Česko","CZ","","","","","17226058.9086635"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","18827112.1064563"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","19783645.7449696"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","20716502.403159"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","21693975.371736873"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","23269905.411725305"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","25801959.83992943"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","28022301.625896312"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","1601053.19779279"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","956533.638513334"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","932856.658189443"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","977472.968577837"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","1575930.0399884337"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","2532054.4282041257"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","2220341.7859668825"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","109.2943673668"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","105.0806179573"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","104.715291965"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","104.7183301001"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","107.2643672401"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","110.8812407417"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","108.6053222303"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2017","2017","Česko","CZ","","","","","16660819.2417944"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","18157821.6057481"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","19049072.0678526"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","19852411.1984709"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","20767107.05855054"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","21905710.700566307"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","24290015.563618015"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","26655714.95401168"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","1497002.3639537"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","891250.462104464"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","803339.130618265"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","914695.860079676"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","1138603.6420157668"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","2384304.86305171"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","2365699.3903936604"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","108.9851665889"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","104.9083556467"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","104.217208732"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","104.6074799224"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","105.4827263075"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","110.8843985737"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","109.7393901795"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2017","2017","Česko","CZ","","","","","565239.666869037"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","669290.500708123"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","734573.677116992"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","864091.20468817"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","926868.3131863317"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","1364194.7111589985"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","1511944.276311414"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","1366586.6718846357"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","104050.833839087"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","65283.1764088691"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","129517.527571178"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","62777.1084981614"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","437326.3979726669"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","147749.5651524155"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","-145357.6044267782"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2018","2018","Česko","CZ","","","","","118.4082681981"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2019","2019","Česko","CZ","","","","","109.7540868038"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2020","2020","Česko","CZ","","","","","117.6316592339"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2021","2021","Česko","CZ","","","","","107.2651021278"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2022","2022","Česko","CZ","","","","","147.1832289173"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2023","2023","Česko","CZ","","","","","110.8305334967"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","E","Celkem","0","","","2024","2024","Česko","CZ","","","","","90.3860475082"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2017","2017","Česko","CZ","","","","","66676751.4120666"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","73033581.4491059"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","79550577.4625511"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","83338365.8085729"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","88402974.50429438"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","94856591.04721084"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","102496136.93805337"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","107549721.44982484"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","6356830.03703924"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","6516996.01344529"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","3787788.34602176"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","5064608.69572149"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","6453616.542916467"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","7639545.890842517"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","5053584.511771474"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","109.5338028659"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","108.9232869101"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","104.7614844126"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","106.0771634368"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","107.3002255627"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","108.053784989"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","104.9305121761"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2017","2017","Česko","CZ","","","","","64381289.9188662"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","70232256.4085166"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","75896381.7591067"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","78977245.0218987"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","83739196.76273265"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","86820848.36099437"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","94120148.21745664"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","100497022.55257699"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","5850966.48965043"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","5664125.35059006"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","3080863.26279205"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","4761951.74083394"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","3081651.598261716"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","7299299.85646226"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","6376874.335120353"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","109.0879920191"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","108.0648488889"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","104.0593018947"
