"Ukazatel","IndicatorType","Odvětví ekonomické činnosti","CZNACEMZDY","Šetření","ZJIST","Kraje","Uz2","Roky","CasR","Hodnota"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihočeský kraj","CZ031","2021","2021","219.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihočeský kraj","CZ031","2022","2022","218.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2010","2010","200.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2011","2011","201.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2012","2012","203.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2013","2013","202.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2014","2014","204.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2015","2015","209.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2016","2016","212.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2017","2017","215.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2018","2018","216"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2019","2019","213.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2020","2020","210.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2021","2021","214.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Plzeňský kraj","CZ032","2022","2022","216.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2010","2010","95.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2011","2011","92.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2012","2012","94.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2013","2013","88.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2014","2014","88"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2015","2015","88.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2016","2016","88.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2017","2017","90.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2018","2018","89.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2019","2019","87.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2020","2020","83.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2021","2021","81.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Karlovarský kraj","CZ041","2022","2022","81.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2010","2010","252.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2011","2011","249.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2012","2012","242.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2013","2013","235.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2014","2014","235.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2015","2015","240.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2016","2016","242.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2017","2017","246.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2018","2018","250.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2019","2019","249.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2020","2020","244"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2021","2021","243.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Ústecký kraj","CZ042","2022","2022","242.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2010","2010","139.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2011","2011","136"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2012","2012","138.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2013","2013","137.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2014","2014","137.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2015","2015","140.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2016","2016","142.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2017","2017","145.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2018","2018","147.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2019","2019","146.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2020","2020","143.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2021","2021","145.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Liberecký kraj","CZ051","2022","2022","144"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2010","2010","189.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2011","2011","187.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2012","2012","180.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2013","2013","180.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2014","2014","183.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2015","2015","189.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2016","2016","194.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2017","2017","198.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2018","2018","198.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2019","2019","200.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2020","2020","195.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2021","2021","200.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2022","2022","198.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2010","2010","174.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2011","2011","173.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2012","2012","171.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2013","2013","169.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2014","2014","171.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2015","2015","175.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2016","2016","179.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2017","2017","181.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2018","2018","183.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2019","2019","183.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2020","2020","181.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2021","2021","180.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Pardubický kraj","CZ053","2022","2022","183.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2010","2010","167.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2011","2011","171.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2012","2012","170.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2013","2013","165.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2014","2014","166.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2015","2015","168.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2016","2016","172"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2017","2017","174.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2018","2018","175.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2019","2019","174.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2020","2020","170.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2021","2021","171.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Kraj Vysočina","CZ063","2022","2022","171.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2010","2010","425.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2011","2011","428.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2012","2012","428.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2013","2013","429.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2014","2014","430.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2015","2015","438.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2016","2016","449.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2017","2017","459.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2018","2018","467.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2019","2019","467.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2020","2020","461.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2021","2021","463"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2022","2022","470.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2010","2010","208.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2011","2011","206.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2012","2012","206.9"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2013","2013","205.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2014","2014","204.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2015","2015","213.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2016","2016","219"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2017","2017","224.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2018","2018","223.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2019","2019","222.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2020","2020","218.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2021","2021","219.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Olomoucký kraj","CZ071","2022","2022","220.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2010","2010","191.3"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2011","2011","192"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2012","2012","195"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2013","2013","195.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2014","2014","198"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2015","2015","201.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2016","2016","204.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2017","2017","207.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2018","2018","208.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2019","2019","208"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2020","2020","204.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2021","2021","203.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Zlínský kraj","CZ072","2022","2022","204.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2010","2010","419.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2011","2011","420.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2012","2012","422.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2013","2013","415.4"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2014","2014","416.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2015","2015","422.5"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2016","2016","429.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2017","2017","432.7"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2018","2018","438.6"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2019","2019","435.8"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2020","2020","424.1"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2021","2021","418.2"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","299AQ","Celkem","A-S","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2022","2022","418.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2010","2010","776.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2011","2011","765.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2012","2012","778.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2013","2013","791.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2014","2014","797.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2015","2015","814.1"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2016","2016","822.8"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2017","2017","850"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2018","2018","884.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2019","2019","883"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2020","2020","869.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2021","2021","867.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Hlavní město Praha","CZ010","2022","2022","893.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2010","2010","375.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2011","2011","383.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2012","2012","386.6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2013","2013","381.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2014","2014","386.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2015","2015","396.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","Celkem","A-S","Pracovištní metoda","2","Středočeský kraj","CZ020","2016","2016","405.5"
