"Ukazatel","IndicatorType","Odvětví ekonomické činnosti","CZNACEMZDY","Šetření","ZJIST","Kraje","Uz2","Roky","CasR","Hodnota"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2021","2021","50625"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihočeský kraj","CZ031","2022","2022","52386"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2010","2010","37179"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2011","2011","38974"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2012","2012","40354"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2013","2013","45082"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2014","2014","37056"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2015","2015","37241"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2016","2016","40547"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2017","2017","41697"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2018","2018","43734"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2019","2019","45495"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2020","2020","46202"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2021","2021","47598"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Plzeňský kraj","CZ032","2022","2022","52285"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2010","2010","33821"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2011","2011","34679"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2012","2012","37190"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2013","2013","35873"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2014","2014","35005"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2015","2015","33041"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2016","2016","36871"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2017","2017","38060"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2018","2018","40840"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2019","2019","42497"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2020","2020","43799"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2021","2021","44679"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Karlovarský kraj","CZ041","2022","2022","48220"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2010","2010","32549"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2011","2011","33222"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2012","2012","34879"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2013","2013","33122"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2014","2014","33780"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2015","2015","32984"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2016","2016","35984"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2017","2017","36897"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2018","2018","38378"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2019","2019","41482"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2020","2020","41663"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2021","2021","44345"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Ústecký kraj","CZ042","2022","2022","47108"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2010","2010","33479"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2011","2011","33513"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2012","2012","35819"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2013","2013","33384"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2014","2014","34343"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2015","2015","31991"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2016","2016","36578"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2017","2017","37351"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2018","2018","39628"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2019","2019","41854"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2020","2020","42864"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2021","2021","42152"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Liberecký kraj","CZ051","2022","2022","47481"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2010","2010","33901"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2011","2011","35604"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2012","2012","36864"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2013","2013","35752"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2014","2014","33884"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2015","2015","32255"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2016","2016","35227"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2017","2017","37539"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2018","2018","40254"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2019","2019","41025"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2020","2020","43397"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2021","2021","54294"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Královéhradecký kraj","CZ052","2022","2022","49521"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2010","2010","34832"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2011","2011","36183"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2012","2012","37864"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2013","2013","34916"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2014","2014","36768"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2015","2015","35425"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2016","2016","37864"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2017","2017","36980"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2018","2018","41217"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2019","2019","41534"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2020","2020","42257"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2021","2021","44639"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Pardubický kraj","CZ053","2022","2022","49479"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2010","2010","30034"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2011","2011","31781"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2012","2012","30575"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2013","2013","31115"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2014","2014","31570"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2015","2015","31469"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2016","2016","34258"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2017","2017","37220"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2018","2018","40344"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2019","2019","42909"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2020","2020","44387"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2021","2021","45629"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Kraj Vysočina","CZ063","2022","2022","49669"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2010","2010","31733"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2011","2011","34037"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2012","2012","38397"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2013","2013","34958"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2014","2014","35900"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2015","2015","36222"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2016","2016","37744"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2017","2017","38078"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2018","2018","42374"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2019","2019","45065"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2020","2020","45845"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2021","2021","48651"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Jihomoravský kraj","CZ064","2022","2022","53527"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2010","2010","32103"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2011","2011","34699"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2012","2012","32553"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2013","2013","28154"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2014","2014","32384"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2015","2015","31189"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2016","2016","33909"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2017","2017","34308"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2018","2018","36963"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2019","2019","40207"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2020","2020","40862"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2021","2021","42889"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Olomoucký kraj","CZ071","2022","2022","44171"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2010","2010","32831"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2011","2011","31876"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2012","2012","32631"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2013","2013","31036"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2014","2014","33400"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2015","2015","33002"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2016","2016","35352"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2017","2017","36166"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2018","2018","38416"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2019","2019","43091"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2020","2020","44379"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2021","2021","52145"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Zlínský kraj","CZ072","2022","2022","54464"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2010","2010","31098"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2011","2011","30245"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2012","2012","28558"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2013","2013","29303"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2014","2014","28992"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2015","2015","30814"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","5958P","K - Peněžnictví a pojišťovnictví","K","Pracovištní metoda","2","Moravskoslezský kraj","CZ080","2016","2016","33052"
